"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Bergeon N.; Mota F.L.; Chen L.; Tourret D.; Debierre J.M.; Guérin R.; Karma A.; Billia B.; Trivedi R.","Bergeon, N. (6603811702); Mota, F.L. (56469053500); Chen, L. (57192609531); Tourret, D. (26322144700); Debierre, J.M. (6604020058); Guérin, R. (7102723544); Karma, A. (7004990308); Billia, B. (11042755200); Trivedi, R. (7103330067)","6603811702; 56469053500; 57192609531; 26322144700; 6604020058; 7102723544; 7004990308; 11042755200; 7103330067","Dynamical microstructure formation in 3D directional solidification of transparent model alloys: In situ characterization in DECLIC Directional Solidification Insert under diffusion transport in microgravity","2015","IOP Conference Series: Materials Science and Engineering","84","1","012077","","","","12","10.1088/1757-899X/84/1/012077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939529912&doi=10.1088%2f1757-899X%2f84%2f1%2f012077&partnerID=40&md5=ef3438c681174fdea4c8fc4099ed61b4","","Liquid sloshing; Microgravity; Microgravity processing; Microstructure; Space stations; Welding; 3D-directional solidification; Directional solidification inserts; In-situ characterization; International Space stations; Microgravity environments; Microstructure development; Microstructure formation; Three-dimensional (3D) arrays; Solidification","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84939529912"
"Liu Y.C.; Trenou K.N.; Rah J.; Hicks M.C.; Avedisian C.T.","Liu, Yu Cheng (54792224100); Trenou, Koffi N. (56217389900); Rah, Jeff (56217901700); Hicks, Michael C. (11439948700); Avedisian, C. Thomas (7005757097)","54792224100; 56217389900; 56217901700; 11439948700; 7005757097","Effect of varying the initial diameter of n-octane and n-decane droplets over a wide range on the spherically symmetric combustion process: International space station and ground-based experiments","2013","8th US National Combustion Meeting 2013","3","","","2760","2769","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943403979&partnerID=40&md5=5e7190b9f90d962826564a5800acce1b","","Fuels; Heat transfer; Liquid sloshing; Paraffins; Soot; Space stations; Combustion pro-cess; Droplet combustion; Droplet diameters; International Space stations; Quantitative data; Relative distances; Residence time effects; Spherical droplets; Combustion","Conference paper","Final","","Scopus","2-s2.0-84943403979"
"Zhang L.; Thiessen D.B.","Zhang, Likun (55844471100); Thiessen, David B. (35228082200)","55844471100; 35228082200","Capillary-wave scattering from an infinitesimal barrier and dissipation at dynamic contact lines","2013","Journal of Fluid Mechanics","719","","","295","313","18","14","10.1017/jfm.2013.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874233561&doi=10.1017%2fjfm.2013.5&partnerID=40&md5=eed04af0c71b3ac776364e2e59638f55","capillary waves; contact lines; wave scattering","Contact angle; Cylinders (shapes); Transmissions; Capillary wave; Contact line motion; Contact line velocity; Contact lines; Gravity capillary waves; Moving contact lines; Slip coefficients; Wave scattering; capillary wave; fluid mechanics; gravity; surface tension; wave scattering; Liquids","Article","Final","","Scopus","2-s2.0-84874233561"
"Chopra S.D.; Teodorescu M.; Lessard S.; Agogino A.; SunSpiral V.","Chopra, Shaurya Deep (57192429764); Teodorescu, Mircea (8972556100); Lessard, Steven (57190132149); Agogino, Adrian (7005684243); SunSpiral, Vytas (9744497300)","57192429764; 8972556100; 57190132149; 7005684243; 9744497300","Tensegrity heat shield for atmospheric entry through celestial bodies","2016","Proceedings of the ASME Design Engineering Technical Conference","6","","","","","","1","10.1115/DETC201660086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007401757&doi=10.1115%2fDETC201660086&partnerID=40&md5=4e70d1c844ef095987e5c26204b7e662","","Automobile bodies; Design; Drag; Dynamics; Earth (planet); Earth atmosphere; Flexible structures; Gravitation; Liquid sloshing; NASA; Rigid structures; Structural design; Atmospheric entry; Atmospheric forces; Atmospheric re-entry; Celestial bodies; Dense atmospheres; Space vehicles; Tensegrity structure; Tension elements; Heat shielding","Conference paper","Final","","Scopus","2-s2.0-85007401757"
"Chintalapati S.; Holicker C.A.; Schulman R.E.; Wise B.D.; Lapilli G.D.; Gutierrez H.M.; Kirk D.R.","Chintalapati, Sunil (22950144200); Holicker, Charles A. (55805351000); Schulman, Richard E. (55806169000); Wise, Brian D. (55849854600); Lapilli, Gabriel D. (37097265100); Gutierrez, Hector M. (57204337172); Kirk, Daniel R. (35786264300)","22950144200; 55805351000; 55806169000; 55849854600; 37097265100; 57204337172; 35786264300","Update on SPHERES slosh for acquisition of liquid slosh data aboard the ISS","2013","49th AIAA/ASME/SAE/ASEE Joint Propulsion Conference","1 PartF","","","","","","0","10.2514/6.2013-3903","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071551712&doi=10.2514%2f6.2013-3903&partnerID=40&md5=0a9b09af83f5f8986d78bda07be86815","","Liquid propellants; Liquids; NASA; Orbits; Space stations; Spacecraft propulsion; Tanks (containers); Critical design reviews; Current problems; Experimental platform; Fluid distribution; Inertial sensor; International Space stations; Microgravity conditions; Qualification testing; Computational fluid dynamics","Conference paper","Final","","Scopus","2-s2.0-85071551712"
"Baeten A.","Baeten, A. (16645079800)","16645079800","Prediction of spacecraft fuel dynamics in microgravity","2009","47th AIAA Aerospace Sciences Meeting including the New Horizons Forum and Aerospace Exposition","","","2009-1320","","","","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78549254557&partnerID=40&md5=4bae33f643346ac975b9ebf884834db1","","Aerospace engineering; Dynamics; Electronic guidance systems; Fuels; Gravitation; Liquid sloshing; Manned space flight; Microgravity; Microgravity processing; NASA; Residual fuels; Spacecraft; Three dimensional computer graphics; Centre of gravity; Cylindrical tanks; Earth's gravity fields; Fuel dynamics; Fuel flow; Fuel impact; Impact force; Level change; Limiting factors; Liquid dynamics; Manned spacecraft; Mass properties; Numerical simulation; Particle clusters; Physical characteristics; Sloshing effects; Spacecraft design; Spin-up; Tank structure; Tank walls; Test case; Time-accurate; Fuel tanks","Conference paper","Final","","Scopus","2-s2.0-78549254557"
"Slobodrian R.J.; Rioux C.","Slobodrian, R.J. (7004000087); Rioux, C. (8673515600)","7004000087; 8673515600","Physical fractal aggregates and computer simulations","2014","Proceedings of the International Astronautical Congress, IAC","1","","","437","440","3","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938068746&partnerID=40&md5=4cf22409f32d1d3f9ebecfbfd3495376","","Aggregates; Fractals; Liquid sloshing; Monomers; Orbits; Atomic levels; Current projects; Experimental techniques; Low-gravity condition; Multiple fractals; Nano-meter scale; Physical fractals; Three dimensional space; Fractal dimension","Conference paper","Final","","Scopus","2-s2.0-84938068746"
"Omer A.; Hashimoto K.; Lim H.-O.; Takanishi A.","Omer, Aiman (26427803900); Hashimoto, Kenji (55328945600); Lim, Hun-Ok (23470158100); Takanishi, Atsuo (7004405563)","26427803900; 55328945600; 23470158100; 7004405563","Study of bipedal robot walking motion in low gravity: Investigation and analysis","2014","International Journal of Advanced Robotic Systems","11","1","139","","","","15","10.5772/58731","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923317167&doi=10.5772%2f58731&partnerID=40&md5=14026ac9c2fa7418f15a3193885e6413","Bipedal Locomotion; Froude number; Humanoid robot; Planetary exploration","Biped locomotion; Froude number; Interplanetary spacecraft; Manned space flight; Anthropomorphic robots; Biped locomotion; Froude number; Interplanetary spacecraft; Liquid sloshing; Manned space flight; Bipedal locomotion; Bipedal robot; Bipedal walking; Human tasks; Humanoid robot; Investigation and analysis; Planetary exploration; Walking motion; Anthropomorphic robots; Robots","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84923317167"
"Li Y.; Hu M.; Liu L.; Su Y.-Y.; Duan L.; Kang Q.","Li, Yongqiang (55719133100); Hu, Mingzhu (56688961800); Liu, Ling (35173271300); Su, Yin-Yin (56688885700); Duan, Li (55264071800); Kang, Qi (56402687800)","55719133100; 56688961800; 35173271300; 56688885700; 55264071800; 56402687800","Study of Capillary Driven Flow in an Interior Corner of Rounded Wall Under Microgravity","2015","Microgravity Science and Technology","27","3","","193","205","12","17","10.1007/s12217-015-9435-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938997605&doi=10.1007%2fs12217-015-9435-z&partnerID=40&md5=1947a96d258af52f46f6c9f0172981b7","Approximate analytical solution; Capillary driven flow; Liquid’s front position; Rounded wall","Computer software; Contact angle; Microgravity processing; Approximate analytical solutions; Capillary-driven flows; Fluid management; Governing equations; Interior corner; Interior corner flows; Rounded wall; Suitable solutions; Microgravity","Article","Final","","Scopus","2-s2.0-84938997605"
"El-Kamali M.; Schotté J.-S.; Ohayon R.","El-Kamali, M. (36058736800); Schotté, J.-S. (36914328100); Ohayon, R. (7004920594)","36058736800; 36914328100; 7004920594","Three-dimensional modal analysis of sloshing under surface tension","2011","International Journal for Numerical Methods in Fluids","65","1-3","","87","105","18","18","10.1002/fld.2457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650406895&doi=10.1002%2ffld.2457&partnerID=40&md5=61582073ea2f7b3f173ccef8ec6e5a9b","Capillarity; Contact angle; Free surface wave; Low gravity; Microgravity; Sloshing; Surface tension","Capillarity; Contact angle; Equations of motion; Finite element method; Microgravity processing; Modal analysis; Pile foundations; Space platforms; Space stations; Surface properties; Surface tension; Surface waves; Three dimensional; Application examples; Cooling liquid; Discretizations; Eigen frequencies; Eigen modes; Free-surface wave; Initial equilibrium state; Inviscid liquid; Low gravity; Main structure; Motion equations; Numerical approaches; Simple geometries; Sloshing; Space structure; Spectral problem; Variational formulation; Vibrational behavior; Liquid sloshing","Article","Final","","Scopus","2-s2.0-78650406895"
"Berthier J.; Gosselin D.; Delapierre G.","Berthier, J. (7006500311); Gosselin, D. (56382186200); Delapierre, G. (57213682268)","7006500311; 56382186200; 57213682268","On the dynamic contact angle in spontaneous capillary flow","2015","NSTI: Advanced Materials - TechConnect Briefs 2015","4","","","351","354","3","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983284235&partnerID=40&md5=bece7dbda67230acf7b518291121566d","Capillarics; Capillary velocity; Dynamic and static contact angles; Spontaneous capillary flow (SCF)","Capillary flow; Contact angle; Rolling resistance; Capillarics; Capillary velocity; Different shapes; Dynamic contact angle; Microgravity conditions; Spontaneous capillary flow (SCF); Static contact angle; Capillarity","Conference paper","Final","","Scopus","2-s2.0-84983284235"
"Bonner III R.W.","Bonner III, Richard W. (15070179300)","15070179300","Dropwise condensation on surfaces with graded hydrophobicity","2009","Proceedings of the ASME Summer Heat Transfer Conference 2009, HT2009","3","","","491","495","4","17","10.1115/HT2009-88516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952854280&doi=10.1115%2fHT2009-88516&partnerID=40&md5=f0dd76baea9169b92f2cb2052021de67","","Aerospace applications; Contact angle; Drop formation; Gravitation; Heat exchangers; Heat transfer; Hydrophobicity; Liquids; Monolayers; Surface chemistry; Surface tension; Wetting; Additional forces; Condensation heat transfer; Dropwise condensation; Filmwise condensation; Gravitational forces; Horizontal surfaces; Hydrophobic molecules; Liquid droplets; Low gravity; Non-wetting; Order of magnitude; Passive mechanism; Surface concentration; Surface energy gradients; Wettability gradients; Condensation","Conference paper","Final","","Scopus","2-s2.0-77952854280"
"Panferov A.I.; Brodsky S.A.; Nebylov A.V.","Panferov, Alexander I. (14056663300); Brodsky, Sergey A. (14055573200); Nebylov, Alexander V. (6602478494)","14056663300; 14055573200; 6602478494","Intelligent control systems design for flexible aerospace vehicles: Theoretical and software tools","2009","IFAC Proceedings Volumes (IFAC-PapersOnline)","2","PART 1","","","","","0","10.3182/20090921-3-TR-3005.00066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955730923&doi=10.3182%2f20090921-3-TR-3005.00066&partnerID=40&md5=cbf35b86898b09bfa7ffd6638092389e","Control; Control design; Flexible; Flight control; Simulation; System synthesis; Vehicle dynamics","Aerospace vehicles; Computer aided software engineering; Control engineering; Flight control systems; Flight simulators; Fuel sloshing; Gravitation; Rockets; Signal processing; Aerospace vehicles; Boosters (rocket); Computer simulation; Control theory; Design; Flight simulators; Fuel sloshing; Gravitation; Intelligent control; Mathematical models; Signal processing; Systems analysis; Vehicles; Control design; Flexible; Flight control; Simulation; System synthesis; Vehicle dynamics; Control design; Flexible; Flight control; Simulation; System synthesis; Vehicle dynamics; Control system synthesis; Flight control systems","Conference paper","Final","","Scopus","2-s2.0-79955730923"
"Utsumi M.","Utsumi, M. (7102746683)","7102746683","Low-gravity slosh analysis for cylindrical tanks with hemiellipsoidal top and bottom","2008","Journal of Spacecraft and Rockets","45","4","","813","821","8","16","10.2514/1.35057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48849091255&doi=10.2514%2f1.35057&partnerID=40&md5=68a9e41f86b54475ca60db2f6878228b","","Contact angle; Filling; Tanks (containers); Cylindrical tanks; Filling levels; Fourier expansion method; Liquid surface; Mechanical model; Modal equation; Real-time computations; Space vehicles; Liquid sloshing","Article","Final","","Scopus","2-s2.0-48849091255"
"Naydich Yu.V.; Gab I.I.; Evdokimov V.A.; Kurkova D.I.; Stetsyuk T.V.; Grigorenko N.F.; Chernigovtsev E.P.; Zhuravlev V.S.","Naydich, Yu.V. (8320390000); Gab, I.I. (6507997017); Evdokimov, V.A. (7102079442); Kurkova, D.I. (6602176028); Stetsyuk, T.V. (6506634912); Grigorenko, N.F. (6603688621); Chernigovtsev, E.P. (6504634162); Zhuravlev, V.S. (7202032297)","8320390000; 6507997017; 7102079442; 6602176028; 6506634912; 6603688621; 6504634162; 7202032297","Shape of a liquid surface and capillary phenomena under reduced or zero gravity","2004","Powder Metallurgy and Metal Ceramics","43","3-4","","170","178","8","2","10.1023/B:PMMC.0000035706.34256.78","https://www.scopus.com/inward/record.uri?eid=2-s2.0-3543050109&doi=10.1023%2fB%3aPMMC.0000035706.34256.78&partnerID=40&md5=02b9cc2db6487fc1b98848238c3c607e","Acceleration of gravity; Adhesion; Capillary; Gravitation; Liquid; Meniscus; Surface; Weightlessness; Wetting; Wetting contact angle","Adhesion; Ceramic materials; Differential equations; Impregnation; Integration; Liquid metals; Microgravity processing; Sintering; Soldered joints; Vectors; Wetting; Liquid surfaces; Meniscus; Wetting contact angles; Capillary flow","Article","Final","","Scopus","2-s2.0-3543050109"
"Sances D.J.; Gibson J.M.; Neumann S.S.; Thompson B.; Gangadharan S.N.; Smith T.G.; Schlee K.","Sances, Dillon J. (36616676800); Gibson, Josh M. (57198267220); Neumann, Shayna S. (36616505100); Thompson, Brenton (36616618400); Gangadharan, Sathya N. (7003289596); Smith, Thomas G. (57198809103); Schlee, Keith (16231048400)","36616676800; 57198267220; 36616505100; 36616618400; 7003289596; 57198809103; 16231048400","Modeling of free-surface fuel slosh in microgravity for off-axis spacecraft propellant tanks","2009","AIAA Modeling and Simulation Technologies Conference","","","2009-6039","","","","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958195280&partnerID=40&md5=baf4c8015da6c6e603d81835fecd9303","","Computer simulation; Energy dissipation; Fuels; Liquid propellants; Microgravity processing; Spacecraft; Surface waves; Dynamic effects; Flight data; Free surfaces; Fuel slosh; Microgravity environments; Mission success; Nutation time constants; Off-axis; Out-of-control; Propellant tank; SimMechanics; SPACE system; Stage separation; Spacecraft propulsion","Conference paper","Final","","Scopus","2-s2.0-77958195280"
"Perez-Poch A.","Perez-Poch, Antoni (23976594400)","23976594400","The barcelona zerog challenge. Three editions of an innovative microgravity hub of inspiration","2014","Proceedings of the International Astronautical Congress, IAC","11","","","8378","8382","4","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938152250&partnerID=40&md5=30c4cbc79f55e0b41c8f019c07cb0155","","Education; Liquid sloshing; Microgravity; Microgravity processing; Advisory council; Barcelona , Spain; Interdisciplinary teams; International space universities; Outreach activity; Peer-review process; Space activities; Undergraduate students; Students","Conference paper","Final","","Scopus","2-s2.0-84938152250"
"Kovalchuk V.I.; Ravera F.; Liggieri L.; Loglio G.; Pandolfini P.; Makievski A.V.; Vincent-Bonnieu S.; Krägel J.; Javadi A.; Miller R.","Kovalchuk, V.I. (56819218500); Ravera, F. (7003601085); Liggieri, L. (7003312205); Loglio, G. (7004387699); Pandolfini, P. (6701761508); Makievski, A.V. (7004573695); Vincent-Bonnieu, S. (26532120700); Krägel, J. (23067849900); Javadi, A. (55485159500); Miller, R. (8091118200)","56819218500; 7003601085; 7003312205; 7004387699; 6701761508; 7004573695; 26532120700; 23067849900; 55485159500; 8091118200","Capillary pressure studies under low gravity conditions","2010","Advances in Colloid and Interface Science","161","1-2","","102","114","12","15","10.1016/j.cis.2010.02.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954177934&doi=10.1016%2fj.cis.2010.02.012&partnerID=40&md5=4e5b0ac0075e30dac0276c837d63733e","Capillary pressure tensiometry; Interfacial dynamics; Microgravity conditions; Oscillating drops and bubbles; Surfactant adsorption layers","Capillarity; Drops; Liquid sloshing; Microgravity; Microgravity processing; Space shuttles; Surface active agents; Capillary pressure tensiometry; Drops and bubbles; Interfacial dynamics; Microgravity conditions; Surfactant adsorption layers; Capillary tubes","Review","Final","","Scopus","2-s2.0-77954177934"
"Mota F.L.; Bergeon N.; Tourret D.; Karma A.; Trivedi R.; Billia B.","Mota, F.L. (56469053500); Bergeon, N. (6603811702); Tourret, D. (26322144700); Karma, A. (7004990308); Trivedi, R. (7103330067); Billia, B. (11042755200)","56469053500; 6603811702; 26322144700; 7004990308; 7103330067; 11042755200","Initial transient behavior in directional solidification of a bulk transparent model alloy in a cylinder","2015","Acta Materialia","85","","","362","377","15","40","10.1016/j.actamat.2014.11.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920423938&doi=10.1016%2fj.actamat.2014.11.024&partnerID=40&md5=55f60d709233f27d57619a8731c21412","Directional solidification; In situ observation; Initial transient; Interface dynamics; Transparent systems","Boundary layers; Liquid sloshing; Solidification; Solute transport; Space stations; Stabilization; Superconducting materials; Boundary layer formation; Comparative experiments; Directional solidification inserts; In-situ observations; Interface dynamic; International Space stations; Order-of-magnitude analysis; Solid-liquid interfaces; Phase interfaces","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84920423938"
"Mpagazehe J.N.; Street K.W., Jr.; Delgado I.R.; Higgs C.F., III","Mpagazehe, Jeremiah N. (36131806400); Street, Kenneth W. (7004627967); Delgado, Irebert R. (7006016472); Higgs, C. Fred (59157678500)","36131806400; 7004627967; 7006016472; 59157678500","Prediction of erosive wear by exhaust-blown lunar dust through experimentally-validated computational modeling","2014","Proceedings of the International Astronautical Congress, IAC","8","","","5835","5838","3","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937860956&partnerID=40&md5=b30600714f377d97e377c9779f3cacf3","","Computation theory; Computational fluid dynamics; Dust; Finite difference method; Forecasting; Landing; Lenses; Liquid sloshing; Lunar missions; Moon; NASA; Optical instrument lenses; Space flight; Spacecraft; Spacecraft landing; Thermal plumes; Computational model; Experimental investigations; Extreme environment; Gravitational fields; Lunar dust simulant; Methods and materials; Quantitative modeling; Surface characteristics; Lunar landing","Conference paper","Final","","Scopus","2-s2.0-84937860956"
"McClelland R.S.; Bonafede J.A.; Saha T.T.; Solly P.M.; Zhang W.W.","McClelland, Ryan S. (34880582600); Bonafede, Joseph A. (57192299363); Saha, Timo T. (10739861000); Solly, Peter M. (57021859900); Zhang, William W. (56119473600)","34880582600; 57192299363; 10739861000; 57021859900; 56119473600","Design and analysis of an X-ray mirror assembly using the meta-shell approach","2016","Proceedings of SPIE - The International Society for Optical Engineering","9905","","99057A","","","","13","10.1117/12.2234464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003550177&doi=10.1117%2f12.2234464&partnerID=40&md5=259c926f9cc9090ad17d19a8aac08d13","meta-shell; Mirror Assembly; module; NGXO; silicon mirrors; x-ray optics","Astrophysics; Degrees of freedom (mechanics); Gamma rays; Liquid sloshing; Mirrors; Shells (structures); Space telescopes; X ray optics; meta-shell; Mirror assembly; module; NGXO; Silicon mirrors; Finite element method","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85003550177"
"Tzevelecos W.; Runge W.; Desenfans O.; Galand Q.; Van Vaerenbergh S.; Pugliese A.; Alfano B.; De Filippis L.; Manzone S.; Mancino F.","Tzevelecos, W. (56288664900); Runge, W. (56288350500); Desenfans, O. (56287861600); Galand, Q. (24068487900); Van Vaerenbergh, S. (55514014000); Pugliese, A. (56287915400); Alfano, B. (56740616900); De Filippis, L. (57213073843); Manzone, S. (56288463800); Mancino, F. (56287728600)","56288664900; 56288350500; 56287861600; 24068487900; 55514014000; 56287915400; 56740616900; 57213073843; 56288463800; 56287728600","Preliminary results from a soret effect experiment onboard REXUS 16: Chemical Wave In Soret Effect (CWIS)","2014","Proceedings of the International Astronautical Congress, IAC","1","","","452","457","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938054531&partnerID=40&md5=da353db601bbcf90bf12cc4ffc542a8d","Low gravity; Soret effect; Thermodiffusion","Binary mixtures; Ethylene; Ethylene glycol; Industrial research; Laser optics; Liquid sloshing; Liquids; Thermal diffusion in liquids; Thermal gradients; Concentration variation; Fizeau interferometers; Geometrical configurations; Low gravity; Microgravity research; Numerical analysis models; Soret effects; Thermodiffusion; Mixtures","Conference paper","Final","","Scopus","2-s2.0-84938054531"
"Jurns J.M.; McQuillen J.B.","Jurns, John M. (12645214300); McQuillen, John B. (55878987000)","12645214300; 55878987000","Liquid acquisition device testing with sub-cooled liquid oxygen","2008","44th AIAA/ASME/SAE/ASEE Joint Propulsion Conference and Exhibit","","","","","","","30","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957844760&partnerID=40&md5=3a766f26b90c2859c0fb8ad4c3041958","","Bottom hole pressure; Cryogenics; Liquid methane; Liquid nitrogen; Liquid sloshing; NASA; Oxygen; Propellants; Propulsion; Surface tension; Acquisition device; Bubble point pressure; Cryogenic fluids; Development programs; Earth's gravity fields; Experimental test; Fluid conditions; Liquid hydrogens; Liquid oxygen; Low gravity; Propellant management devices; Propellant tank; Single-phase flow; Single-phase fluid; Single-phase liquids; Test results; Fluids","Conference paper","Final","","Scopus","2-s2.0-77957844760"
"Ramírez K.P.; Osorio M.R.Z.; Béjar V.J.S.","Ramírez, K. Peña (55293648900); Osorio, M. R. Zapatero (7004659840); Béjar, V.J.S. (7003962842)","55293648900; 7004659840; 7003962842","Characterization of the known T-type dwarfs towards the σ Orionis cluster","2015","Astronomy and Astrophysics","574","","A118","","","","6","10.1051/0004-6361/201424816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922327183&doi=10.1051%2f0004-6361%2f201424816&partnerID=40&md5=3a2b23f589cc61d32a7c06ee438143f7","Individual; Low-mass - brown dwarfs; Open clusters and associations; Photometric - stars; Spectroscopic - techniques; σ Orionis - techniques","Astronomy; Liquid sloshing; Methane; Photometry; Spectroscopic analysis; Brown dwarfs; Hubble space telescopes; Individual; Open clusters and associations; Spectroscopic studies; Spectroscopic technique; Very large telescope; William herschel telescopes; Infrared devices","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84922327183"
"Könemann T.; Kaczmarczik U.; Eigenbrod C.; Von Kampen P.; Lämmerzahl C.","Könemann, T. (23392438100); Kaczmarczik, U. (13805488700); Eigenbrod, C. (6603821217); Von Kampen, P. (13805874100); Lämmerzahl, C. (54931208100)","23392438100; 13805488700; 6603821217; 13805874100; 54931208100","Utilization of the bremen drop tower for preparing space missions","2015","Proceedings of the International Astronautical Congress, IAC","1","","","603","608","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991516836&partnerID=40&md5=23d74493be603ab2e6049efe12d2db16","","Astrophysics; Liquid sloshing; Microgravity; Microgravity processing; Production; Reconfigurable hardware; Space stations; Weightlessness; Administrative staff; Drop-tower facility; Experiment platforms; Ground-based microgravity; International Space stations; Microgravity conditions; Microgravity experiments; Scientific discipline; Towers","Conference paper","Final","","Scopus","2-s2.0-84991516836"
"Urban D.; Ruff G.; Mulholland G.; Meyer M.; Yuan Z.G.; Cleary T.; Yang J.; Greenberg P.; Bryg V.","Urban, David (35562688400); Ruff, Gary (7005398548); Mulholland, George (7005716370); Meyer, Marit (55809781700); Yuan, Zeng Guang (7401477179); Cleary, Thomas (24372082700); Yang, Jiann (12243036200); Greenberg, Paul (7102661769); Bryg, Victoria (6507292304)","35562688400; 7005398548; 7005716370; 55809781700; 7401477179; 24372082700; 12243036200; 7102661769; 6507292304","Evaluation of low-gravity smoke particulate for spacecraft fire detection","2013","8th US National Combustion Meeting 2013","4","","","2917","2929","12","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943274712&partnerID=40&md5=f7a03dc4dfe3a180847bb7e1579e57d3","","Air; Atmospheric temperature; Combustion; Liquid sloshing; Normal distribution; Particle size; Particle size analysis; Precipitation (chemical); Silicones; Smoke; Space stations; Geometric mean diameters; Geometric standard deviations; International Space stations; Log-normal distribution; Measurement instruments; Particle morphologies; Particle number concentration; Post-flight analysis; Spacecraft","Conference paper","Final","","Scopus","2-s2.0-84943274712"
"Zimmerli G.A.; Asipauskas M.; Chen Y.; Weislogel M.M.","Zimmerli, Gregory A. (6602077510); Asipauskas, Marius (8361464300); Chen, Yongkang (56103217500); Weislogel, Mark M. (6603818311)","6602077510; 8361464300; 56103217500; 6603818311","A study of fluid interface configurations in exploration vehicle propellant tanks","2010","48th AIAA Aerospace Sciences Meeting Including the New Horizons Forum and Aerospace Exposition","","","2010-1294","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649893483&partnerID=40&md5=a03e8360319483aedc19f183c5410563","","Aerospace engineering; Centrifugation; Flight dynamics; Fluidity; Fluids; Liquid sloshing; Moon; NASA; Propellants; Spacecraft; Systems analysis; Tanks (containers); Temperature control; Vapors; Acceleration vectors; Atmospheric drag; Center of mass; Centrifugal Forces; Equilibrium shape; Exploration systems; Fluid interface; Interface position; Liquid-vapor interface; Low gravity; Low-Earth orbit; Lunar Lander; Lunar orbit; Propellant management devices; Propellant mass; Propellant tank; Spacecraft orientation; Surface Evolver; System designers; Tank design; Thermal control systems; Thruster firings; Spacecraft propulsion","Conference paper","Final","","Scopus","2-s2.0-78649893483"
"Könemann T.; Kaczmarczik U.; Eigenbrod C.; Von Kampen P.; Lämmerzahl C.","Könemann, T. (23392438100); Kaczmarczik, U. (13805488700); Eigenbrod, C. (6603821217); Von Kampen, P. (13805874100); Lämmerzahl, C. (54931208100)","23392438100; 13805488700; 6603821217; 13805874100; 54931208100","Microgravity experiment programs for students at the Bremen drop tower","2014","Proceedings of the International Astronautical Congress, IAC","1","","","628","633","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938086025&partnerID=40&md5=9d8eab387df56f62650304fa6fcfcdad","","Astrophysics; Education; Liquid sloshing; Microgravity processing; Production; Students; Towers; Weightlessness; Administrative staff; European Space Agency; Experiment platforms; German aerospace centers; Ground-based microgravity; Microgravity conditions; Microgravity experiments; Scientific discipline; Microgravity","Conference paper","Final","","Scopus","2-s2.0-84938086025"
